issn_l,cr_year,jn_all
0026-7961,2019,108
0026-7961,2020,106
0026-7961,2021,103
0026-7961,2022,69
0026-7961,2023,77
0026-8933,2019,95
0026-8933,2020,95
0026-8933,2021,83
0026-8933,2022,93
0026-8933,2023,109
0026-8976,2019,361
0026-8976,2020,290
0026-8976,2021,306
0026-8976,2022,315
0026-8976,2023,321
0026-9247,2019,206
0026-9247,2020,184
0026-9247,2021,168
0026-9247,2022,134
0026-9247,2023,122
0026-9255,2019,105
0026-9255,2020,131
0026-9255,2021,154
0026-9255,2022,166
0026-9255,2023,113
0026-9298,2019,184
0026-9298,2020,242
0026-9298,2021,230
0026-9298,2022,195
0026-9298,2023,184
0026-9301,2019,30
0026-9301,2020,29
0026-9301,2021,38
0026-9301,2022,26
0026-9301,2023,35
0026-9662,2019,23
0026-9662,2020,38
0026-9662,2021,30
0026-9662,2022,34
0026-9662,2023,34
0027-0644,2019,250
0027-0644,2020,226
0027-0644,2021,218
0027-0644,2022,162
0027-0644,2023,168
0027-1314,2019,58
0027-1314,2020,67
0027-1314,2021,55
0027-1314,2022,38
0027-1314,2023,38
0027-1322,2019,48
0027-1322,2020,44
0027-1322,2021,42
0027-1322,2022,41
0027-1322,2023,42
0027-1330,2019,31
0027-1330,2020,29
0027-1330,2021,26
0027-1330,2022,25
0027-1330,2023,24
0027-1349,2019,101
0027-1349,2020,96
0027-1349,2021,62
0027-1349,2022,168
0027-1349,2023,114
0027-3171,2019,116
0027-3171,2020,65
0027-3171,2021,56
0027-3171,2022,45
0027-3171,2023,63
0027-4224,2019,100
0027-4224,2020,108
0027-4224,2021,115
0027-4224,2022,120
0027-4224,2023,74
0027-4321,2019,54
0027-4321,2020,62
0027-4321,2021,49
0027-4321,2022,49
0027-4321,2023,50
0027-4631,2019,14
0027-4631,2020,13
0027-4631,2021,18
0027-4631,2022,12
0027-4631,2023,12
0027-4909,2019,50
0027-4909,2020,36
0027-4909,2021,44
0027-4909,2022,29
0027-4909,2023,29
0027-5107,2019,21
0027-5107,2020,33
0027-5107,2021,19
0027-5107,2022,24
0027-5107,2023,21
0027-5514,2019,86
0027-5514,2020,89
0027-5514,2021,80
0027-5514,2022,61
0027-5514,2023,57
0027-7630,2019,42
0027-7630,2020,33
0027-7630,2021,25
0027-7630,2022,43
0027-7630,2023,41
0027-8424,2019,4034
0027-8424,2020,4349
0027-8424,2021,4189
0027-8424,2022,3941
0027-8424,2023,3629
0027-8874,2019,247
0027-8874,2020,208
0027-8874,2021,229
0027-8874,2022,227
0027-8874,2023,261
0027-9501,2019,69
0027-9501,2020,45
0027-9501,2021,48
0027-9501,2022,49
0027-9501,2023,26
0027-9684,2019,95
0027-9684,2020,101
0027-9684,2021,99
0027-9684,2022,101
0027-9684,2023,89
0028-0836,2019,3829
0028-0836,2020,3452
0028-0836,2021,3629
0028-0836,2022,3948
0028-0836,2023,4216
0028-1042,2019,65
0028-1042,2020,51
0028-1042,2021,69
0028-1042,2022,48
0028-1042,2023,57
0028-1298,2019,184
0028-1298,2020,232
0028-1298,2021,153
0028-1298,2022,182
0028-1298,2023,539
0028-1522,2019,58
0028-1522,2020,55
0028-1522,2021,44
0028-1522,2022,52
0028-1522,2023,72
0028-2677,2019,45
0028-2677,2020,27
0028-2677,2021,51
0028-2677,2022,38
0028-2677,2023,43
0028-2804,2019,180
0028-2804,2020,180
0028-2804,2021,193
0028-2804,2022,158
0028-2804,2023,160
0028-3045,2019,45
0028-3045,2020,83
0028-3045,2021,64
0028-3045,2022,47
0028-3045,2023,54
0028-3320,2019,193
0028-3320,2020,127
0028-3320,2021,64
0028-3320,2022,52
0028-3320,2023,76
0028-3517,2019,29
0028-3517,2020,26
0028-3517,2021,28
0028-3517,2022,25
0028-3517,2023,30
0028-3770,2019,192
0028-3770,2020,254
0028-3770,2021,117
0028-3770,2022,153
0028-3770,2023,100
0028-3835,2019,137
0028-3835,2020,127
0028-3835,2021,97
0028-3835,2022,72
0028-3835,2023,103
0028-3878,2019,4616
0028-3878,2020,4580
0028-3878,2021,3591
0028-3878,2022,3771
0028-3878,2023,3775
0028-3908,2019,387
0028-3908,2020,416
0028-3908,2021,332
0028-3908,2022,234
0028-3908,2023,273
0028-3932,2019,350
0028-3932,2020,329
0028-3932,2021,286
0028-3932,2022,235
0028-3932,2023,194
0028-3940,2019,196
0028-3940,2020,262
0028-3940,2021,256
0028-3940,2022,234
0028-3940,2023,161
0028-4289,2019,86
0028-4289,2020,85
0028-4289,2021,103
0028-4289,2022,91
0028-4289,2023,90
0028-646X,2019,711
0028-646X,2020,739
0028-646X,2021,746
0028-646X,2022,714
0028-646X,2023,805
0028-6885,2019,48
0028-6885,2020,43
0028-6885,2021,43
0028-6885,2022,43
0028-6885,2023,37
0028-8144,2019,35
0028-8144,2020,35
0028-8144,2021,34
0028-8144,2022,24
0028-8144,2023,33
0028-8233,2019,39
0028-8233,2020,33
0028-8233,2021,39
0028-8233,2022,31
0028-8233,2023,73
0028-825X,2019,35
0028-825X,2020,34
0028-825X,2021,34
0028-825X,2022,28
0028-825X,2023,38
0028-8276,2019,28
0028-8276,2020,31
0028-8276,2021,37
0028-8276,2022,36
0028-8276,2023,31
0028-8306,2019,38
0028-8306,2020,40
0028-8306,2021,46
0028-8306,2022,36
0028-8306,2023,35
0028-8330,2019,37
0028-8330,2020,49
0028-8330,2021,43
0028-8330,2022,37
0028-8330,2023,32
0029-1951,2019,31
0029-1951,2020,36
0029-1951,2021,26
0029-1951,2022,28
0029-1951,2023,24
0029-3652,2019,24
0029-3652,2020,21
0029-3652,2021,18
0029-3652,2022,16
0029-3652,2023,20
0029-3970,2019,224
0029-3970,2020,213
0029-3970,2021,175
0029-3970,2022,132
0029-3970,2023,124
0029-4624,2019,47
0029-4624,2020,33
0029-4624,2021,42
0029-4624,2022,35
0029-4624,2023,38
0029-5450,2019,135
0029-5450,2020,148
0029-5450,2021,144
0029-5450,2022,105
0029-5450,2023,179
0029-5493,2019,421
0029-5493,2020,450
0029-5493,2021,486
0029-5493,2022,405
0029-5493,2023,556
0029-5515,2019,479
0029-5515,2020,407
0029-5515,2021,524
0029-5515,2022,485
0029-5515,2023,414
0029-5639,2019,76
0029-5639,2020,95
0029-5639,2021,97
0029-5639,2022,152
0029-5639,2023,237
0029-568X,2019,41
0029-568X,2020,37
0029-568X,2021,38
0029-568X,2022,30
0029-568X,2023,47
0029-5973,2019,48
0029-5973,2020,47
0029-5973,2021,32
0029-5973,2022,26
0029-5973,2023,36
0029-5981,2019,235
0029-5981,2020,246
0029-5981,2021,290
0029-5981,2022,261
0029-5981,2023,200
0029-599X,2019,80
0029-599X,2020,67
0029-599X,2021,94
0029-599X,2022,85
0029-599X,2023,46
0029-6465,2019,71
0029-6465,2020,70
0029-6465,2021,69
0029-6465,2022,73
0029-6465,2023,73
0029-6473,2019,91
0029-6473,2020,113
0029-6473,2021,126
0029-6473,2022,147
0029-6473,2023,26
0029-6554,2019,119
0029-6554,2020,125
0029-6554,2021,167
0029-6554,2022,139
0029-6554,2023,130
0029-6562,2019,94
0029-6562,2020,74
0029-6562,2021,66
0029-6562,2022,72
0029-6562,2023,68
0029-6643,2019,88
0029-6643,2020,106
0029-6643,2021,97
0029-6643,2022,136
0029-6643,2023,168
0029-6651,2019,136
0029-6651,2020,821
0029-6651,2021,284
0029-6651,2022,267
0029-6651,2023,444
0029-666X,2019,67
0029-666X,2020,65
0029-666X,2021,58
0029-666X,2022,62
0029-666X,2023,57
0029-7828,2019,250
0029-7828,2020,247
0029-7828,2021,241
0029-7828,2022,246
0029-7828,2023,243
0029-7844,2019,1446
0029-7844,2020,1220
0029-7844,2021,423
0029-7844,2022,728
0029-7844,2023,798
0029-8018,2019,974
0029-8018,2020,1219
0029-8018,2021,1530
0029-8018,2022,2543
0029-8018,2023,2822
0029-8077,2019,21
0029-8077,2020,26
0029-8077,2021,33
0029-8077,2022,30
0029-8077,2023,31
0029-8549,2019,257
0029-8549,2020,222
0029-8549,2021,280
0029-8549,2022,217
0029-8549,2023,187
0029-8948,2019,29
0029-8948,2020,20
0030-1299,2019,126
0030-1299,2020,156
0030-1299,2021,221
0030-1299,2022,167
0030-1299,2023,170
0030-2228,2019,96
0030-2228,2020,143
0030-2228,2021,181
0030-2228,2022,283
0030-2228,2023,194
0030-2414,2019,108
0030-2414,2020,123
0030-2414,2021,104
0030-2414,2022,96
0030-2414,2023,148
0030-3755,2019,73
0030-3755,2020,66
0030-3755,2021,69
0030-3755,2022,51
0030-3755,2023,44
0030-3887,2019,86
0030-3887,2020,52
0030-3887,2021,72
0030-3887,2022,48
0030-3887,2023,96
0030-3992,2019,740
0030-3992,2020,636
0030-3992,2021,818
0030-3992,2022,1042
0030-3992,2023,1091
0030-400X,2019,297
0030-400X,2020,287
0030-400X,2021,180
0030-400X,2022,81
0030-400X,2023,169
0030-4018,2019,992
0030-4018,2020,1027
0030-4018,2021,809
0030-4018,2022,747
0030-4018,2023,814
0030-4026,2019,1816
0030-4026,2020,2051
0030-4026,2021,2031
0030-4026,2022,1614
0030-4026,2023,1089
0030-4387,2019,45
0030-4387,2020,44
0030-4387,2021,51
0030-4387,2022,52
0030-4387,2023,43
0030-4948,2019,46
0030-4948,2020,83
0030-4948,2021,67
0030-4948,2022,66
0030-4948,2023,60
0030-5316,2019,46
0030-5316,2020,38
0030-5316,2021,27
0030-5316,2022,33
0030-5316,2023,36
0030-5383,2019,182
0030-5383,2020,172
0030-5383,2021,174
0030-5383,2022,168
0030-5383,2023,145
0030-5472,2019,21
0030-5472,2020,7
0030-5472,2021,44
0030-5472,2022,7
0030-5472,2023,54
0030-5898,2019,73
0030-5898,2020,73
0030-5898,2021,65
0030-5898,2022,73
0030-5898,2023,70
0030-6002,2019,303
0030-6002,2020,309
0030-6002,2021,283
0030-6002,2022,283
0030-6002,2023,275
0030-6525,2019,42
0030-6525,2020,53
0030-6525,2021,39
0030-6525,2022,32
0030-6525,2023,37
0030-6665,2019,131
0030-6665,2020,136
0030-6665,2021,144
0030-6665,2022,144
0030-6665,2023,134
0030-672X,2019,9
0030-672X,2020,9
0030-672X,2021,9
0030-672X,2022,12
0030-672X,2023,9
0030-7270,2019,49
0030-7270,2020,37
0030-7270,2021,38
0030-7270,2022,43
0030-7270,2023,45
0030-7653,2019,75
0030-7653,2020,53
0030-7653,2021,68
0030-7653,2022,55
0030-7653,2023,54
0030-770X,2019,69
0030-770X,2020,59
0030-770X,2021,77
0030-770X,2022,46
0030-8129,2019,130
0030-8129,2020,117
0030-8129,2021,87
0030-8129,2022,100
0030-8129,2023,126
0030-9230,2019,83
0030-9230,2020,62
0030-9230,2021,85
0030-9230,2022,81
0030-9230,2023,46
0030-9338,2019,78
0030-9338,2020,88
0030-9338,2021,86
0030-9338,2022,78
0030-9338,2023,91
0031-0182,2019,445
0031-0182,2020,462
0031-0182,2021,480
0031-0182,2022,409
0031-0182,2023,388
0031-0220,2019,70
0031-0220,2020,24
0031-0220,2021,61
0031-0220,2022,49
0031-0220,2023,33
0031-0239,2019,56
0031-0239,2020,47
0031-0239,2021,41
0031-0239,2022,34
0031-0239,2023,42
0031-0301,2019,147
0031-0301,2020,121
0031-0301,2021,130
0031-0301,2022,129
0031-0301,2023,117
0031-0328,2019,35
0031-0328,2020,48
0031-0328,2021,33
0031-0328,2022,37
0031-0328,2023,27
0031-1820,2019,185
0031-1820,2020,238
0031-1820,2021,209
0031-1820,2022,179
0031-1820,2023,142
0031-2290,2019,51
0031-2290,2020,45
0031-2290,2021,69
0031-2290,2022,30
0031-2290,2023,24
0031-2746,2019,40
0031-2746,2020,41
0031-2746,2021,49
0031-2746,2022,42
0031-2746,2023,23
0031-2789,2019,27
0031-2789,2020,39
0031-2789,2021,49
0031-2789,2022,62
0031-2789,2023,70
0031-3025,2019,162
0031-3025,2020,147
0031-3025,2021,167
0031-3025,2022,187
0031-3025,2023,194
0031-3203,2019,376
0031-3203,2020,415
0031-3203,2021,506
0031-3203,2022,680
0031-3203,2023,778
0031-322X,2019,44
0031-322X,2020,49
0031-322X,2021,37
0031-322X,2022,18
0031-322X,2023,17
0031-3831,2019,62
0031-3831,2020,83
0031-3831,2021,94
0031-3831,2022,83
0031-3831,2023,99
0031-3955,2019,129
0031-3955,2020,127
0031-3955,2021,130
0031-3955,2022,117
0031-3955,2023,126
0031-3998,2019,460
0031-3998,2020,548
0031-3998,2021,588
0031-3998,2022,525
0031-3998,2023,539
0031-4056,2019,35
0031-4056,2020,44
0031-4056,2021,51
0031-4056,2022,36
0031-4056,2023,34
0031-5125,2019,70
0031-5125,2020,85
0031-5125,2021,118
0031-5125,2022,120
0031-5125,2023,125
0031-5303,2019,28
0031-5303,2020,62
0031-5303,2021,61
0031-5303,2022,71
0031-5303,2023,64
0031-5826,2019,51
0031-5826,2020,54
0031-5826,2021,46
0031-5826,2022,62
0031-5826,2023,63
0031-5990,2019,91
0031-5990,2020,266
0031-5990,2021,292
0031-5990,2022,127
0031-5990,2023,39
0031-6768,2019,93
0031-6768,2020,155
0031-6768,2021,151
0031-6768,2022,130
0031-6768,2023,116
0031-6970,2019,194
0031-6970,2020,247
0031-6970,2021,194
0031-6970,2022,191
0031-6970,2023,165
0031-7012,2019,119
0031-7012,2020,73
0031-7012,2021,76
0031-7012,2022,71
0031-7012,2023,65
0031-7217,2019,154
0031-7217,2020,160
0031-7217,2021,164
0031-7217,2022,161
0031-7217,2023,159
0031-7985,2019,17
0031-7985,2020,25
0031-7985,2021,27
0031-7985,2022,22
0031-7985,2023,17
0031-8019,2019,28
0031-8019,2020,35
0031-8019,2021,40
0031-8019,2022,30
0031-8019,2023,28
0031-8035,2019,13
0031-8035,2020,25
0031-8035,2021,20
0031-8035,2022,28
0031-8035,2023,19
0031-806X,2019,28
0031-806X,2020,32
0031-806X,2021,26
0031-806X,2022,21
0031-806X,2023,21
0031-8094,2019,94
0031-8094,2020,86
0031-8094,2021,73
0031-8094,2022,93
0031-8094,2023,125
0031-8116,2019,184
0031-8116,2020,183
0031-8116,2021,169
0031-8116,2022,141
0031-8116,2023,178
0031-8191,2019,60
0031-8191,2020,43
0031-8191,2021,43
0031-8191,2022,42
0031-8191,2023,38
0031-8205,2019,90
0031-8205,2020,84
0031-8205,2021,101
0031-8205,2022,75
0031-8205,2023,91
0031-8248,2019,92
0031-8248,2020,87
0031-8248,2021,97
0031-8248,2022,137
0031-8248,2023,176
0031-8388,2019,31
0031-8388,2020,13
0031-8388,2021,18
0031-8388,2022,19
0031-8388,2023,20
0031-8655,2019,116
0031-8655,2020,172
0031-8655,2021,203
0031-8655,2022,174
0031-8655,2023,134
0031-868X,2019,78
0031-868X,2020,77
0031-868X,2021,94
0031-868X,2022,81
0031-868X,2023,72
0031-8868,2019,20
0031-8868,2020,17
0031-8868,2021,19
0031-8868,2022,18
0031-8868,2023,14
0031-8884,2019,77
0031-8884,2020,58
0031-8884,2021,71
0031-8884,2022,62
0031-8884,2023,58
0031-8949,2019,560
0031-8949,2020,960
0031-8949,2021,1027
0031-8949,2022,986
0031-8949,2023,2432
0031-9007,2019,2717
0031-9007,2020,2820
0031-9007,2021,2442
0031-9007,2022,2136
0031-9007,2023,2185
0031-9015,2019,391
0031-9015,2020,388
0031-9015,2021,360
0031-9015,2022,345
0031-9015,2023,273
0031-9023,2019,192
0031-9023,2020,248
0031-9023,2021,289
0031-9023,2022,201
0031-9023,2023,181
0031-9104,2019,68
0031-9104,2020,49
0031-9104,2021,42
0031-9104,2022,43
0031-9104,2023,41
0031-9120,2019,213
0031-9120,2020,220
0031-9120,2021,254
0031-9120,2022,221
0031-9120,2023,179
0031-9155,2019,563
0031-9155,2020,538
0031-9155,2021,567
0031-9155,2022,451
0031-9155,2023,579
0031-918X,2019,201
0031-918X,2020,186
0031-918X,2021,198
0031-918X,2022,188
0031-918X,2023,226
0031-9201,2019,99
0031-9201,2020,128
0031-9201,2021,104
0031-9201,2022,66
0031-9201,2023,76
0031-921X,2019,328
0031-921X,2020,314
0031-921X,2021,335
0031-921X,2022,351
0031-921X,2023,345
0031-9228,2019,585
0031-9228,2020,523
0031-9228,2021,505
0031-9228,2022,473
0031-9228,2023,403
0031-9252,2019,145
0031-9252,2020,145
0031-9252,2021,133
0031-9252,2022,132
0031-9252,2023,129
0031-9317,2019,156
0031-9317,2020,232
0031-9317,2021,295
0031-9317,2022,223
0031-9317,2023,285
0031-9333,2019,39
0031-9333,2020,45
0031-9333,2021,39
0031-9333,2022,46
0031-9333,2023,51
0031-9384,2019,384
0031-9384,2020,354
0031-9384,2021,312
0031-9384,2022,260
0031-9384,2023,259
0031-9406,2019,354
0031-9406,2020,422
0031-9406,2021,357
0031-9406,2022,379
0031-9406,2023,46
0031-9422,2019,258
0031-9422,2020,286
0031-9422,2021,332
0031-9422,2022,408
0031-9422,2023,348
0032-0447,2019,21
0032-0447,2020,20
0032-0447,2021,19
0032-0447,2022,27
0032-0447,2023,15
0032-0633,2019,137
0032-0633,2020,257
0032-0633,2021,129
0032-0633,2022,119
0032-0633,2023,96
0032-0781,2019,241
0032-0781,2020,158
0032-0781,2021,191
0032-0781,2022,179
0032-0781,2023,169
0032-079X,2019,475
0032-079X,2020,379
0032-079X,2021,438
0032-079X,2022,627
0032-079X,2023,603
0032-0862,2019,150
0032-0862,2020,191
0032-0862,2021,185
0032-0862,2022,156
0032-0862,2023,150
0032-0889,2019,510
0032-0889,2020,535
0032-0889,2021,611
0032-0889,2022,623
0032-0889,2023,667
0032-0935,2019,253
0032-0935,2020,188
0032-0935,2021,291
0032-0935,2022,247
0032-0935,2023,247
0032-0943,2019,131
0032-0943,2020,157
0032-0943,2021,162
0032-0943,2022,93
0032-0943,2023,74
0032-1052,2019,1043
0032-1052,2020,1100
0032-1052,2021,1049
0032-1052,2022,1014
0032-1052,2023,875
0032-2474,2019,85
0032-2474,2020,33
0032-2474,2021,48
0032-2474,2022,43
0032-2474,2023,42
0032-258X,2019,24
0032-258X,2020,34
0032-258X,2021,45
0032-258X,2022,46
0032-258X,2023,31
0032-2687,2019,22
0032-2687,2020,43
0032-2687,2021,33
0032-2687,2022,42
0032-2687,2023,31
0032-3179,2019,148
0032-3179,2020,153
0032-3179,2021,138
0032-3179,2022,117
0032-3179,2023,123
0032-3187,2019,15
0032-3187,2020,13
0032-3187,2021,15
0032-3187,2022,9
0032-3187,2023,14
0032-3195,2019,121
0032-3195,2020,126
0032-3195,2021,137
0032-3195,2022,110
0032-3195,2023,154
0032-3217,2019,67
0032-3217,2020,84
0032-3217,2021,82
0032-3217,2022,40
0032-3217,2023,47
0032-3292,2019,26
0032-3292,2020,28
0032-3292,2021,29
0032-3292,2022,19
0032-3292,2023,27
0032-3470,2019,64
0032-3470,2020,74
0032-3470,2021,75
0032-3470,2022,77
0032-3470,2023,83
0032-3861,2019,938
0032-3861,2020,966
0032-3861,2021,1064
0032-3861,2022,988
0032-3861,2023,819
0032-3888,2019,256
0032-3888,2020,297
0032-3888,2021,238
0032-3888,2022,344
0032-3888,2023,365
0032-3896,2019,143
0032-3896,2020,145
0032-3896,2021,144
0032-3896,2022,151
0032-3896,2023,121
0032-4728,2019,31
0032-4728,2020,34
0032-4728,2021,41
0032-4728,2022,32
0032-4728,2023,36
0032-5473,2019,306
0032-5473,2020,366
0032-5473,2021,296
0032-5473,2022,167
0032-5473,2023,138
0032-5481,2019,94
0032-5481,2020,166
0032-5481,2021,117
0032-5481,2022,125
0032-5481,2023,65
0032-5899,2019,33
0032-5899,2020,48
0032-5899,2021,68
0032-5899,2022,32
0032-5899,2023,51
0032-5910,2019,964
0032-5910,2020,1131
0032-5910,2021,1114
0032-5910,2022,1057
0032-5910,2023,914
0032-678X,2019,72
0032-678X,2020,62
0032-678X,2021,100
0032-678X,2022,97
0032-678X,2023,94
0032-6895,2019,49
0032-6895,2020,37
0032-6895,2021,27
0032-6895,2022,37
0032-6895,2023,35
0032-8332,2019,73
0032-8332,2020,95
0032-8332,2021,85
0032-8332,2022,81
0032-8332,2023,65
0032-8855,2019,50
0032-8855,2020,30
0032-8855,2021,33
0032-8855,2022,39
0032-8855,2023,37
0032-9452,2019,111
0032-9452,2020,98
0032-9452,2021,97
0032-9452,2022,141
0032-9452,2023,129
0032-9460,2019,23
0032-9460,2020,26
0032-9460,2021,26
0032-9460,2022,29
0032-9460,2023,19
0033-0124,2019,68
0033-0124,2020,44
0033-0124,2021,88
0033-0124,2022,90
0033-0124,2023,55
0033-0620,2019,100
0033-0620,2020,124
0033-0620,2021,120
0033-0620,2022,115
0033-0620,2023,101
0033-1538,2019,16
0033-1538,2020,64
0033-1538,2021,62
0033-1538,2022,43
0033-1538,2023,43
0033-183X,2019,133
0033-183X,2020,117
0033-183X,2021,137
0033-183X,2022,106
0033-183X,2023,85
0033-2720,2019,77
0033-2720,2020,163
0033-2720,2021,95
0033-2720,2022,45
0033-2720,2023,54
0033-2747,2019,41
0033-2747,2020,53
0033-2747,2021,68
0033-2747,2022,50
0033-2747,2023,31
0033-2828,2019,60
0033-2828,2020,48
0033-2828,2021,39
0033-2828,2022,57
0033-2828,2023,45
0033-2909,2019,62
0033-2909,2020,69
0033-2909,2021,75
0033-2909,2022,55
0033-2909,2023,51
0033-2917,2019,392
0033-2917,2020,506
0033-2917,2021,546
0033-2917,2022,439
0033-2917,2023,383
0033-2925,2019,67
0033-2925,2020,79
0033-2925,2021,67
0033-2925,2022,71
0033-2925,2023,72
0033-2933,2019,35
0033-2933,2020,84
0033-2933,2021,47
0033-2933,2022,33
0033-2933,2023,45
0033-2941,2019,115
0033-2941,2020,158
0033-2941,2021,171
0033-2941,2022,208
0033-2941,2023,225
0033-295X,2019,51
0033-295X,2020,62
0033-295X,2021,80
0033-295X,2022,78
0033-295X,2023,84
0033-2968,2019,56
0033-2968,2020,45
0033-2968,2021,47
0033-2968,2022,61
0033-2968,2023,64
0033-3042,2019,39
0033-3042,2020,51
0033-3042,2021,46
0033-3042,2022,52
0033-3042,2023,38
0033-3085,2019,99
0033-3085,2020,129
0033-3085,2021,153
0033-3085,2022,200
0033-3085,2023,260
0033-3123,2019,43
0033-3123,2020,48
0033-3123,2021,78
0033-3123,2022,77
0033-3123,2023,46
0033-3158,2019,281
0033-3158,2020,305
0033-3158,2021,298
0033-3158,2022,270
0033-3158,2023,216
0033-3174,2019,159
0033-3174,2020,158
0033-3174,2021,164
0033-3174,2022,149
0033-3174,2023,136
0033-3190,2019,92
0033-3190,2020,88
0033-3190,2021,47
0033-3190,2022,56
0033-3190,2023,52
0033-3204,2019,70
0033-3204,2020,70
0033-3204,2021,72
0033-3204,2022,89
0033-3204,2023,74
0033-3298,2019,70
0033-3298,2020,71
0033-3298,2021,102
0033-3298,2022,91
0033-3298,2023,61
0033-3352,2019,123
0033-3352,2020,164
0033-3352,2021,119
0033-3352,2022,138
0033-3352,2023,188
0033-3506,2019,269
0033-3506,2020,433
0033-3506,2021,387
0033-3506,2022,275
0033-3506,2023,364
0033-3549,2019,118
0033-3549,2020,142
0033-3549,2021,174
0033-3549,2022,164
0033-3549,2023,138
0033-362X,2019,47
0033-362X,2020,50
0033-362X,2021,56
0033-362X,2022,54
0033-362X,2023,55
0033-4006,2019,70
0033-4006,2020,83
0033-4006,2021,66
0033-4006,2022,67
0033-4006,2023,49
0033-4545,2019,184
0033-4545,2020,116
0033-4545,2021,116
0033-4545,2022,60
0033-4545,2023,117
0033-4553,2019,318
0033-4553,2020,228
0033-4553,2021,295
0033-4553,2022,287
0033-4553,2023,188
0033-5177,2019,125
0033-5177,2020,112
0033-5177,2021,195
0033-5177,2022,296
0033-5177,2023,199
0033-5533,2019,39
0033-5533,2020,52
0033-5533,2021,47
0033-5533,2022,44
0033-5533,2023,55
0033-5606,2019,80
0033-5606,2020,111
0033-5606,2021,71
0033-5606,2022,52
0033-5606,2023,38
0033-5614,2019,22
0033-5614,2020,19
0033-5614,2021,19
0033-5614,2022,20
0033-5614,2023,17
0033-5630,2019,39
0033-5630,2020,50
0033-5630,2021,46
0033-5630,2022,59
0033-5630,2023,34
0033-5835,2019,13
0033-5835,2020,14
0033-5835,2021,11
0033-5835,2022,12
0033-5835,2023,4
0033-5894,2019,111
0033-5894,2020,112
0033-5894,2021,101
0033-5894,2022,69
0033-5894,2023,73
0033-6297,2019,34
0033-6297,2020,18
0033-6297,2021,26
0033-6297,2022,22
0033-6297,2023,37
0033-6807,2019,33
0033-6807,2020,46
0033-6807,2021,68
0033-6807,2022,45
0033-6807,2023,69
0033-6882,2019,34
0033-6882,2020,89
0033-6882,2021,93
0033-6882,2022,70
0033-6882,2023,53
0033-8222,2019,158
0033-8222,2020,143
0033-8222,2021,118
0033-8222,2022,108
0033-8222,2023,131
0033-8230,2019,123
0033-8230,2020,57
0033-8230,2021,89
0033-8230,2022,88
0033-8230,2023,71
0033-832X,2019,134
0033-832X,2020,147
0033-832X,2021,152
0033-832X,2022,47
0033-8338,2019,66
0033-8338,2020,65
0033-8338,2021,57
0033-8338,2022,110
0033-8338,2023,93
0033-8362,2019,148
0033-8362,2020,185
0033-8362,2021,126
0033-8362,2022,143
0033-8362,2023,170
0033-8389,2019,112
0033-8389,2020,112
0033-8389,2021,111
0033-8389,2022,108
0033-8389,2023,112
0033-8419,2019,556
0033-8419,2020,556
0033-8419,2021,578
0033-8419,2022,552
0033-8419,2023,742
0033-8443,2019,90
0033-8443,2020,75
0033-8443,2021,74
0033-8443,2022,76
0033-8443,2023,92
0033-8451,2019,43
0033-8451,2020,49
0033-8451,2021,32
0033-8451,2022,39
0033-8451,2023,43
0034-0006,2019,25
